date,open,high,low,close,volume
2020-09-30,3341.2099609375,3393.56005859375,3340.469970703125,3363.0,4738640000.0
2020-10-31,3293.590087890625,3304.929931640625,3233.93994140625,3269.9599609375,4843930000.0
2020-11-30,3634.179931640625,3634.179931640625,3594.389892578125,3621.6298828125,6308410000.0
2020-12-31,3733.27001953125,3760.199951171875,3726.8798828125,3756.070068359375,3179040000.0
2021-01-31,3778.050048828125,3778.050048828125,3694.1201171875,3714.239990234375,6643370000.0
2021-02-28,3839.659912109375,3861.080078125,3789.5400390625,3811.14990234375,6526070000.0
2021-03-31,3967.25,3994.409912109375,3966.97998046875,3972.889892578125,4578050000.0
2021-04-30,4198.10009765625,4198.10009765625,4174.85009765625,4181.169921875,4300880000.0
2021-05-31,4210.77001953125,4218.35986328125,4203.56982421875,4204.10986328125,4649250000.0
2021-06-30,4290.64990234375,4302.43017578125,4287.9599609375,4297.5,4266040000.0
2021-07-31,4395.1201171875,4412.25,4389.64990234375,4395.259765625,3956740000.0
2021-08-31,4529.75,4531.39013671875,4515.7998046875,4522.68017578125,4290710000.0
2021-09-30,4370.669921875,4382.5498046875,4306.240234375,4307.5400390625,4448140000.0
2021-10-31,4572.8701171875,4608.080078125,4567.58984375,4605.3798828125,4510200000.0
2021-11-30,4640.25,4646.02001953125,4560.0,4567.0,6625990000.0
2021-12-31,4775.2099609375,4786.830078125,4765.75,4766.18017578125,2677820000.0
